stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
2467,32467,Morley et Miller,45.4804198877287,-73.472182309357,,,2
2468,32468,Miller et Campbell,45.4805549737934,-73.4698870746094,,,2
2469,32469,Campbell et Lawrence,45.4818082314751,-73.4704212260477,,,2
2470,32470,Campbell et Sexton,45.483498464824,-73.4727770968092,,,2
2471,32471,Campbell et Emborne,45.4846938471118,-73.4743912160624,,,2
2472,32472,Campbell et Regent,45.4855417417351,-73.4755935324481,,,2
2473,32473,Laurie et Vivian,45.4868312732358,-73.4757307011968,,,2
2474,32474,Dorothy et civique 578,45.4878118707577,-73.475347698462,,,2
2475,32475,Margaret et de Verchères,45.4885110897106,-73.476766314736,,,2
2477,32477,de Verchères et Gladstone,45.4917537896772,-73.4813469609855,,,2
2479,32479,boul. Churchill et av. Victoria,45.4888274270561,-73.4916221862355,,,2
2480,32480,de Verchères et Gladstone,45.4920628641822,-73.4814760892735,,,2
2482,32482,de Verchères et Margaret,45.4884467497934,-73.476956960591,,,2
2483,32483,Dorothy et Vivian,45.487628832905,-73.4753005373589,,,2
2486,32486,Campbell et Emborne,45.4847091854875,-73.4747003707814,,,2
2487,32487,Campbell et Sexton,45.4835665376278,-73.4731128885043,,,2
2488,32488,Campbell et Miller,45.4807094225606,-73.4699314862794,,,2
2489,32489,Miller et Morley,45.4805571971879,-73.4720351719426,,,2
2490,32490,Morley et Watson,45.4790923093799,-73.4744177370234,,,2
2491,32491,Morley et av. Victoria,45.4780758518923,-73.4761245825502,,,2
2493,32493,boul. Pelletier et boul. Provencher,45.4729725937381,-73.4744985578931,,,2
2494,32494,boul. Pelletier et Palerme,45.4720048926191,-73.4742209231136,,,2
2501,32501,Racicot et de Fontainebleau sud,45.5173263366112,-73.4580594836546,,,2
2502,32502,de Fontainebleau sud et de Fontainebleau sud,45.5184934882573,-73.4574119987126,,,2
2504,32504,ch. Du Tremblay et Cantin,45.5474609435468,-73.4477275921516,,,2
2505,32505,ch. Du Tremblay et civique 2160,45.5479998971675,-73.4460906100854,,,2
2506,32506,ch. Du Tremblay et civique 2255,45.5485730415112,-73.4442997780179,,,2
